PRE-PROCESS RESULT FOR preprocessLog\krh5f5_10Sec_Week1.csv
Window Time Frame: 10 Seconds
Window Start Time,Window End Time,Octet/Duration Average,
Fri Feb  8 09:22:50 2013,Fri Feb  8 09:23:00 2013,0,
Fri Feb  8 09:23:00 2013,Fri Feb  8 09:23:10 2013,0,
Fri Feb  8 09:23:10 2013,Fri Feb  8 09:23:20 2013,0,
Fri Feb  8 09:23:20 2013,Fri Feb  8 09:23:30 2013,0,
Fri Feb  8 09:23:30 2013,Fri Feb  8 09:23:40 2013,0,
Fri Feb  8 09:23:40 2013,Fri Feb  8 09:23:50 2013,0,
Fri Feb  8 09:23:50 2013,Fri Feb  8 09:24:00 2013,0,
Fri Feb  8 09:24:00 2013,Fri Feb  8 09:24:10 2013,0,
Fri Feb  8 09:24:10 2013,Fri Feb  8 09:24:20 2013,0,
Fri Feb  8 09:24:20 2013,Fri Feb  8 09:24:30 2013,0,
Fri Feb  8 09:24:30 2013,Fri Feb  8 09:24:40 2013,0,
Fri Feb  8 09:24:40 2013,Fri Feb  8 09:24:50 2013,0,
Fri Feb  8 09:24:50 2013,Fri Feb  8 09:25:00 2013,0,
Fri Feb  8 09:25:00 2013,Fri Feb  8 09:25:10 2013,0,
Fri Feb  8 09:25:10 2013,Fri Feb  8 09:25:20 2013,0,
Fri Feb  8 09:25:20 2013,Fri Feb  8 09:25:30 2013,0,
Fri Feb  8 09:25:30 2013,Fri Feb  8 09:25:40 2013,0,
Fri Feb  8 09:25:40 2013,Fri Feb  8 09:25:50 2013,0,
Fri Feb  8 09:25:50 2013,Fri Feb  8 09:26:00 2013,0,
Fri Feb  8 09:26:00 2013,Fri Feb  8 09:26:10 2013,0,
Fri Feb  8 09:26:10 2013,Fri Feb  8 09:26:20 2013,0.0595703,
Fri Feb  8 09:26:20 2013,Fri Feb  8 09:26:30 2013,0,
Fri Feb  8 09:26:30 2013,Fri Feb  8 09:26:40 2013,0,
Fri Feb  8 09:26:40 2013,Fri Feb  8 09:26:50 2013,0,
Fri Feb  8 09:26:50 2013,Fri Feb  8 09:27:00 2013,0,
Fri Feb  8 09:27:00 2013,Fri Feb  8 09:27:10 2013,0,
Fri Feb  8 09:27:10 2013,Fri Feb  8 09:27:20 2013,0,
Fri Feb  8 09:27:20 2013,Fri Feb  8 09:27:30 2013,0,
Fri Feb  8 09:27:30 2013,Fri Feb  8 09:27:40 2013,0,
Fri Feb  8 09:27:40 2013,Fri Feb  8 09:27:50 2013,0,
Fri Feb  8 09:27:50 2013,Fri Feb  8 09:28:00 2013,0,
Fri Feb  8 09:28:00 2013,Fri Feb  8 09:28:10 2013,0,
Fri Feb  8 09:28:10 2013,Fri Feb  8 09:28:20 2013,0,
Fri Feb  8 09:28:20 2013,Fri Feb  8 09:28:30 2013,0,
Fri Feb  8 09:28:30 2013,Fri Feb  8 09:28:40 2013,0,
Fri Feb  8 09:28:40 2013,Fri Feb  8 09:28:50 2013,0,
Fri Feb  8 09:28:50 2013,Fri Feb  8 09:29:00 2013,0,
Fri Feb  8 09:29:00 2013,Fri Feb  8 09:29:10 2013,0,
Fri Feb  8 09:29:10 2013,Fri Feb  8 09:29:20 2013,0,
Fri Feb  8 09:29:20 2013,Fri Feb  8 09:29:30 2013,0,
Fri Feb  8 09:29:30 2013,Fri Feb  8 09:29:40 2013,0,
Fri Feb  8 09:29:40 2013,Fri Feb  8 09:29:50 2013,0,
Fri Feb  8 09:29:50 2013,Fri Feb  8 09:30:00 2013,0,
Fri Feb  8 09:30:00 2013,Fri Feb  8 09:30:10 2013,0,
Fri Feb  8 09:30:10 2013,Fri Feb  8 09:30:20 2013,0,
Fri Feb  8 09:30:20 2013,Fri Feb  8 09:30:30 2013,0,
Fri Feb  8 09:30:30 2013,Fri Feb  8 09:30:40 2013,0,
Fri Feb  8 09:30:40 2013,Fri Feb  8 09:30:50 2013,0,
Fri Feb  8 09:30:50 2013,Fri Feb  8 09:31:00 2013,0,
Fri Feb  8 09:31:00 2013,Fri Feb  8 09:31:10 2013,0,
Fri Feb  8 09:31:10 2013,Fri Feb  8 09:31:20 2013,0,
Fri Feb  8 09:31:20 2013,Fri Feb  8 09:31:30 2013,0,
Fri Feb  8 09:31:30 2013,Fri Feb  8 09:31:40 2013,0,
Fri Feb  8 09:31:40 2013,Fri Feb  8 09:31:50 2013,0,
Fri Feb  8 09:31:50 2013,Fri Feb  8 09:32:00 2013,0,
Fri Feb  8 09:32:00 2013,Fri Feb  8 09:32:10 2013,0,
Fri Feb  8 09:32:10 2013,Fri Feb  8 09:32:20 2013,0,
Fri Feb  8 09:32:20 2013,Fri Feb  8 09:32:30 2013,0,
Fri Feb  8 09:32:30 2013,Fri Feb  8 09:32:40 2013,0,
Fri Feb  8 09:32:40 2013,Fri Feb  8 09:32:50 2013,0,
Fri Feb  8 09:32:50 2013,Fri Feb  8 09:33:00 2013,0,
Fri Feb  8 09:33:00 2013,Fri Feb  8 09:33:10 2013,0,
Fri Feb  8 09:33:10 2013,Fri Feb  8 09:33:20 2013,0,
Fri Feb  8 09:33:20 2013,Fri Feb  8 09:33:30 2013,0,
Fri Feb  8 09:33:30 2013,Fri Feb  8 09:33:40 2013,0,
Fri Feb  8 09:33:40 2013,Fri Feb  8 09:33:50 2013,0,
Fri Feb  8 09:33:50 2013,Fri Feb  8 09:34:00 2013,0,
Fri Feb  8 09:34:00 2013,Fri Feb  8 09:34:10 2013,0,
Fri Feb  8 09:34:10 2013,Fri Feb  8 09:34:20 2013,0,
Fri Feb  8 09:34:20 2013,Fri Feb  8 09:34:30 2013,0,
Fri Feb  8 09:34:30 2013,Fri Feb  8 09:34:40 2013,0,
Fri Feb  8 09:34:40 2013,Fri Feb  8 09:34:50 2013,0,
Fri Feb  8 09:34:50 2013,Fri Feb  8 09:35:00 2013,0,
Fri Feb  8 09:35:00 2013,Fri Feb  8 09:35:10 2013,0,
Fri Feb  8 09:35:10 2013,Fri Feb  8 09:35:20 2013,0,
Fri Feb  8 09:35:20 2013,Fri Feb  8 09:35:30 2013,0,
Fri Feb  8 09:35:30 2013,Fri Feb  8 09:35:40 2013,0,
Fri Feb  8 09:35:40 2013,Fri Feb  8 09:35:50 2013,0,
Fri Feb  8 09:35:50 2013,Fri Feb  8 09:36:00 2013,0,
Fri Feb  8 09:36:00 2013,Fri Feb  8 09:36:10 2013,0,
Fri Feb  8 09:36:10 2013,Fri Feb  8 09:36:20 2013,0,
Fri Feb  8 09:36:20 2013,Fri Feb  8 09:36:30 2013,0,
Fri Feb  8 09:36:30 2013,Fri Feb  8 09:36:40 2013,0,
Fri Feb  8 09:36:40 2013,Fri Feb  8 09:36:50 2013,0,
Fri Feb  8 09:36:50 2013,Fri Feb  8 09:37:00 2013,0,
Fri Feb  8 09:37:00 2013,Fri Feb  8 09:37:10 2013,0,
Fri Feb  8 09:37:10 2013,Fri Feb  8 09:37:20 2013,0,
Fri Feb  8 09:37:20 2013,Fri Feb  8 09:37:30 2013,0,
Fri Feb  8 09:37:30 2013,Fri Feb  8 09:37:40 2013,0,
Fri Feb  8 09:37:40 2013,Fri Feb  8 09:37:50 2013,0,
Fri Feb  8 09:37:50 2013,Fri Feb  8 09:38:00 2013,0,
Fri Feb  8 09:38:00 2013,Fri Feb  8 09:38:10 2013,0,
Fri Feb  8 09:38:10 2013,Fri Feb  8 09:38:20 2013,0,
Fri Feb  8 09:38:20 2013,Fri Feb  8 09:38:30 2013,0,
Fri Feb  8 09:38:30 2013,Fri Feb  8 09:38:40 2013,0,
Fri Feb  8 09:38:40 2013,Fri Feb  8 09:38:50 2013,0,
Fri Feb  8 09:38:50 2013,Fri Feb  8 09:39:00 2013,0,
Fri Feb  8 09:39:00 2013,Fri Feb  8 09:39:10 2013,0,
Fri Feb  8 09:39:10 2013,Fri Feb  8 09:39:20 2013,0,
Fri Feb  8 09:39:20 2013,Fri Feb  8 09:39:30 2013,0,
Fri Feb  8 09:39:30 2013,Fri Feb  8 09:39:40 2013,0,
Fri Feb  8 09:39:40 2013,Fri Feb  8 09:39:50 2013,0,
Fri Feb  8 09:39:50 2013,Fri Feb  8 09:40:00 2013,0,
Fri Feb  8 09:40:00 2013,Fri Feb  8 09:40:10 2013,0,
Fri Feb  8 09:40:10 2013,Fri Feb  8 09:40:20 2013,0,
Fri Feb  8 09:40:20 2013,Fri Feb  8 09:40:30 2013,0,
Fri Feb  8 09:40:30 2013,Fri Feb  8 09:40:40 2013,0,
Fri Feb  8 09:40:40 2013,Fri Feb  8 09:40:50 2013,0,
Fri Feb  8 09:40:50 2013,Fri Feb  8 09:41:00 2013,0,
Fri Feb  8 09:41:00 2013,Fri Feb  8 09:41:10 2013,0,
Fri Feb  8 09:41:10 2013,Fri Feb  8 09:41:20 2013,0,
Fri Feb  8 09:41:20 2013,Fri Feb  8 09:41:30 2013,0,
Fri Feb  8 09:41:30 2013,Fri Feb  8 09:41:40 2013,0,
Fri Feb  8 09:41:40 2013,Fri Feb  8 09:41:50 2013,1.6125,
Fri Feb  8 09:41:50 2013,Fri Feb  8 09:42:00 2013,0,
Fri Feb  8 09:42:00 2013,Fri Feb  8 09:42:10 2013,0,
Fri Feb  8 09:42:10 2013,Fri Feb  8 09:42:20 2013,0,
Fri Feb  8 09:42:20 2013,Fri Feb  8 09:42:30 2013,0,
Fri Feb  8 09:42:30 2013,Fri Feb  8 09:42:40 2013,0,
Fri Feb  8 09:42:40 2013,Fri Feb  8 09:42:50 2013,0,
Fri Feb  8 09:42:50 2013,Fri Feb  8 09:43:00 2013,0,
Fri Feb  8 09:43:00 2013,Fri Feb  8 09:43:10 2013,0,
Fri Feb  8 09:43:10 2013,Fri Feb  8 09:43:20 2013,0,
Fri Feb  8 09:43:20 2013,Fri Feb  8 09:43:30 2013,0,
Fri Feb  8 09:43:30 2013,Fri Feb  8 09:43:40 2013,0,
Fri Feb  8 09:43:40 2013,Fri Feb  8 09:43:50 2013,0,
Fri Feb  8 09:43:50 2013,Fri Feb  8 09:44:00 2013,0,
Fri Feb  8 09:44:00 2013,Fri Feb  8 09:44:10 2013,0,
Fri Feb  8 09:44:10 2013,Fri Feb  8 09:44:20 2013,2.375,
Fri Feb  8 09:44:20 2013,Fri Feb  8 09:44:30 2013,0,
Fri Feb  8 09:44:30 2013,Fri Feb  8 09:44:40 2013,0,
Fri Feb  8 09:44:40 2013,Fri Feb  8 09:44:50 2013,0,
Fri Feb  8 09:44:50 2013,Fri Feb  8 09:45:00 2013,0,
Fri Feb  8 09:45:00 2013,Fri Feb  8 09:45:10 2013,0,
Fri Feb  8 09:45:10 2013,Fri Feb  8 09:45:20 2013,0,
Fri Feb  8 09:45:20 2013,Fri Feb  8 09:45:30 2013,0,
Fri Feb  8 09:45:30 2013,Fri Feb  8 09:45:40 2013,0,
Fri Feb  8 09:45:40 2013,Fri Feb  8 09:45:50 2013,0,
Fri Feb  8 09:45:50 2013,Fri Feb  8 09:46:00 2013,0,
Fri Feb  8 09:46:00 2013,Fri Feb  8 09:46:10 2013,0,
Fri Feb  8 09:46:10 2013,Fri Feb  8 09:46:20 2013,0,
Fri Feb  8 09:46:20 2013,Fri Feb  8 09:46:30 2013,0,
Fri Feb  8 09:46:30 2013,Fri Feb  8 09:46:40 2013,0,
Fri Feb  8 09:46:40 2013,Fri Feb  8 09:46:50 2013,0,
Fri Feb  8 09:46:50 2013,Fri Feb  8 09:47:00 2013,0,
Fri Feb  8 09:47:00 2013,Fri Feb  8 09:47:10 2013,0,
Fri Feb  8 09:47:10 2013,Fri Feb  8 09:47:20 2013,0,
Fri Feb  8 09:47:20 2013,Fri Feb  8 09:47:30 2013,0,
Fri Feb  8 09:47:30 2013,Fri Feb  8 09:47:40 2013,0,
Fri Feb  8 09:47:40 2013,Fri Feb  8 09:47:50 2013,0,
Fri Feb  8 09:47:50 2013,Fri Feb  8 09:48:00 2013,0,
Fri Feb  8 09:48:00 2013,Fri Feb  8 09:48:10 2013,0,
Fri Feb  8 09:48:10 2013,Fri Feb  8 09:48:20 2013,0,
Fri Feb  8 09:48:20 2013,Fri Feb  8 09:48:30 2013,0,
Fri Feb  8 09:48:30 2013,Fri Feb  8 09:48:40 2013,0,
Fri Feb  8 09:48:40 2013,Fri Feb  8 09:48:50 2013,0,
Fri Feb  8 09:48:50 2013,Fri Feb  8 09:49:00 2013,0,
Fri Feb  8 09:49:00 2013,Fri Feb  8 09:49:10 2013,0,
Fri Feb  8 09:49:10 2013,Fri Feb  8 09:49:20 2013,0,
Fri Feb  8 09:49:20 2013,Fri Feb  8 09:49:30 2013,0,
Fri Feb  8 09:49:30 2013,Fri Feb  8 09:49:40 2013,0,
Fri Feb  8 09:49:40 2013,Fri Feb  8 09:49:50 2013,0,
Fri Feb  8 09:49:50 2013,Fri Feb  8 09:50:00 2013,0,
Fri Feb  8 09:50:00 2013,Fri Feb  8 09:50:10 2013,0,
Fri Feb  8 09:50:10 2013,Fri Feb  8 09:50:20 2013,0,
Fri Feb  8 09:50:20 2013,Fri Feb  8 09:50:30 2013,0,
Fri Feb  8 09:50:30 2013,Fri Feb  8 09:50:40 2013,0,
Fri Feb  8 09:50:40 2013,Fri Feb  8 09:50:50 2013,0,
Fri Feb  8 09:50:50 2013,Fri Feb  8 09:51:00 2013,0,
Fri Feb  8 09:51:00 2013,Fri Feb  8 09:51:10 2013,0,
Fri Feb  8 09:51:10 2013,Fri Feb  8 09:51:20 2013,0,
Fri Feb  8 09:51:20 2013,Fri Feb  8 09:51:30 2013,0,
Fri Feb  8 09:51:30 2013,Fri Feb  8 09:51:40 2013,0,
Fri Feb  8 09:51:40 2013,Fri Feb  8 09:51:50 2013,0,
Fri Feb  8 09:51:50 2013,Fri Feb  8 09:52:00 2013,0,
Fri Feb  8 09:52:00 2013,Fri Feb  8 09:52:10 2013,0,
Fri Feb  8 09:52:10 2013,Fri Feb  8 09:52:20 2013,0,
Fri Feb  8 09:52:20 2013,Fri Feb  8 09:52:30 2013,0,
Fri Feb  8 09:52:30 2013,Fri Feb  8 09:52:40 2013,0,
Fri Feb  8 09:52:40 2013,Fri Feb  8 09:52:50 2013,0,
Fri Feb  8 09:52:50 2013,Fri Feb  8 09:53:00 2013,0,
Fri Feb  8 09:53:00 2013,Fri Feb  8 09:53:10 2013,0,
Fri Feb  8 09:53:10 2013,Fri Feb  8 09:53:20 2013,0,
Fri Feb  8 09:53:20 2013,Fri Feb  8 09:53:30 2013,0,
Fri Feb  8 09:53:30 2013,Fri Feb  8 09:53:40 2013,0,
Fri Feb  8 09:53:40 2013,Fri Feb  8 09:53:50 2013,0,
Fri Feb  8 09:53:50 2013,Fri Feb  8 09:54:00 2013,0,
Fri Feb  8 09:54:00 2013,Fri Feb  8 09:54:10 2013,0,
Fri Feb  8 09:54:10 2013,Fri Feb  8 09:54:20 2013,0,
Fri Feb  8 09:54:20 2013,Fri Feb  8 09:54:30 2013,0,
Fri Feb  8 09:54:30 2013,Fri Feb  8 09:54:40 2013,0,
Fri Feb  8 09:54:40 2013,Fri Feb  8 09:54:50 2013,0,
Fri Feb  8 09:54:50 2013,Fri Feb  8 09:55:00 2013,0,
Fri Feb  8 09:55:00 2013,Fri Feb  8 09:55:10 2013,0,
Fri Feb  8 09:55:10 2013,Fri Feb  8 09:55:20 2013,0,
Fri Feb  8 09:55:20 2013,Fri Feb  8 09:55:30 2013,0,
Fri Feb  8 09:55:30 2013,Fri Feb  8 09:55:40 2013,0,
Fri Feb  8 09:55:40 2013,Fri Feb  8 09:55:50 2013,0,
Fri Feb  8 09:55:50 2013,Fri Feb  8 09:56:00 2013,0,
Fri Feb  8 09:56:00 2013,Fri Feb  8 09:56:10 2013,0,
Fri Feb  8 09:56:10 2013,Fri Feb  8 09:56:20 2013,0,
Fri Feb  8 09:56:20 2013,Fri Feb  8 09:56:30 2013,0,
Fri Feb  8 09:56:30 2013,Fri Feb  8 09:56:40 2013,0,
Fri Feb  8 09:56:40 2013,Fri Feb  8 09:56:50 2013,0,
Fri Feb  8 09:56:50 2013,Fri Feb  8 09:57:00 2013,0,
Fri Feb  8 09:57:00 2013,Fri Feb  8 09:57:10 2013,0,
Fri Feb  8 09:57:10 2013,Fri Feb  8 09:57:20 2013,0,
Fri Feb  8 09:57:20 2013,Fri Feb  8 09:57:30 2013,0,
Fri Feb  8 09:57:30 2013,Fri Feb  8 09:57:40 2013,0,
Fri Feb  8 09:57:40 2013,Fri Feb  8 09:57:50 2013,0,
Fri Feb  8 09:57:50 2013,Fri Feb  8 09:58:00 2013,0,
Fri Feb  8 09:58:00 2013,Fri Feb  8 09:58:10 2013,0,
Fri Feb  8 09:58:10 2013,Fri Feb  8 09:58:20 2013,0,
Fri Feb  8 09:58:20 2013,Fri Feb  8 09:58:30 2013,0,
Fri Feb  8 09:58:30 2013,Fri Feb  8 09:58:40 2013,0,
Fri Feb  8 09:58:40 2013,Fri Feb  8 09:58:50 2013,0,
Fri Feb  8 09:58:50 2013,Fri Feb  8 09:59:00 2013,0,
Fri Feb  8 09:59:00 2013,Fri Feb  8 09:59:10 2013,0,
Fri Feb  8 09:59:10 2013,Fri Feb  8 09:59:20 2013,0,
Fri Feb  8 09:59:20 2013,Fri Feb  8 09:59:30 2013,0,
Fri Feb  8 09:59:30 2013,Fri Feb  8 09:59:40 2013,0,
Fri Feb  8 09:59:40 2013,Fri Feb  8 09:59:50 2013,0,
Fri Feb  8 09:59:50 2013,Fri Feb  8 10:00:00 2013,0,
Fri Feb  8 10:00:00 2013,Fri Feb  8 10:00:10 2013,0,
Fri Feb  8 10:00:10 2013,Fri Feb  8 10:00:20 2013,0,
Fri Feb  8 10:00:20 2013,Fri Feb  8 10:00:30 2013,0,
Fri Feb  8 10:00:30 2013,Fri Feb  8 10:00:40 2013,0,
Fri Feb  8 10:00:40 2013,Fri Feb  8 10:00:50 2013,0,
Fri Feb  8 10:00:50 2013,Fri Feb  8 10:01:00 2013,0,
Fri Feb  8 10:01:00 2013,Fri Feb  8 10:01:10 2013,0,
Fri Feb  8 10:01:10 2013,Fri Feb  8 10:01:20 2013,0,
Fri Feb  8 10:01:20 2013,Fri Feb  8 10:01:30 2013,0,
Fri Feb  8 10:01:30 2013,Fri Feb  8 10:01:40 2013,0,
Fri Feb  8 10:01:40 2013,Fri Feb  8 10:01:50 2013,0,
Fri Feb  8 10:01:50 2013,Fri Feb  8 10:02:00 2013,0,
Fri Feb  8 10:02:00 2013,Fri Feb  8 10:02:10 2013,0,
Fri Feb  8 10:02:10 2013,Fri Feb  8 10:02:20 2013,0,
Fri Feb  8 10:02:20 2013,Fri Feb  8 10:02:30 2013,0,
Fri Feb  8 10:02:30 2013,Fri Feb  8 10:02:40 2013,0,
Fri Feb  8 10:02:40 2013,Fri Feb  8 10:02:50 2013,0,
Fri Feb  8 10:02:50 2013,Fri Feb  8 10:03:00 2013,0,
Fri Feb  8 10:03:00 2013,Fri Feb  8 10:03:10 2013,0,
Fri Feb  8 10:03:10 2013,Fri Feb  8 10:03:20 2013,0,
Fri Feb  8 10:03:20 2013,Fri Feb  8 10:03:30 2013,0,
Fri Feb  8 10:03:30 2013,Fri Feb  8 10:03:40 2013,0,
Fri Feb  8 10:03:40 2013,Fri Feb  8 10:03:50 2013,0,
Fri Feb  8 10:03:50 2013,Fri Feb  8 10:04:00 2013,0,
Fri Feb  8 10:04:00 2013,Fri Feb  8 10:04:10 2013,0,
Fri Feb  8 10:04:10 2013,Fri Feb  8 10:04:20 2013,0,
Fri Feb  8 10:04:20 2013,Fri Feb  8 10:04:30 2013,0,
Fri Feb  8 10:04:30 2013,Fri Feb  8 10:04:40 2013,0,
Fri Feb  8 10:04:40 2013,Fri Feb  8 10:04:50 2013,0,
Fri Feb  8 10:04:50 2013,Fri Feb  8 10:05:00 2013,0,
Fri Feb  8 10:05:00 2013,Fri Feb  8 10:05:10 2013,0,
Fri Feb  8 10:05:10 2013,Fri Feb  8 10:05:20 2013,0,
Fri Feb  8 10:05:20 2013,Fri Feb  8 10:05:30 2013,0,
Fri Feb  8 10:05:30 2013,Fri Feb  8 10:05:40 2013,0,
Fri Feb  8 10:05:40 2013,Fri Feb  8 10:05:50 2013,0,
Fri Feb  8 10:05:50 2013,Fri Feb  8 10:06:00 2013,0,
Fri Feb  8 10:06:00 2013,Fri Feb  8 10:06:10 2013,0,
Fri Feb  8 10:06:10 2013,Fri Feb  8 10:06:20 2013,0,
Fri Feb  8 10:06:20 2013,Fri Feb  8 10:06:30 2013,0,
Fri Feb  8 10:06:30 2013,Fri Feb  8 10:06:40 2013,0,
Fri Feb  8 10:06:40 2013,Fri Feb  8 10:06:50 2013,0,
Fri Feb  8 10:06:50 2013,Fri Feb  8 10:07:00 2013,0,
Fri Feb  8 10:07:00 2013,Fri Feb  8 10:07:10 2013,0,
Fri Feb  8 10:07:10 2013,Fri Feb  8 10:07:20 2013,0,
Fri Feb  8 10:07:20 2013,Fri Feb  8 10:07:30 2013,0,
Fri Feb  8 10:07:30 2013,Fri Feb  8 10:07:40 2013,0,
Fri Feb  8 10:07:40 2013,Fri Feb  8 10:07:50 2013,0,
Fri Feb  8 10:07:50 2013,Fri Feb  8 10:08:00 2013,0,
Fri Feb  8 10:08:00 2013,Fri Feb  8 10:08:10 2013,0,
Fri Feb  8 10:08:10 2013,Fri Feb  8 10:08:20 2013,0,
Fri Feb  8 10:08:20 2013,Fri Feb  8 10:08:30 2013,0,
Fri Feb  8 10:08:30 2013,Fri Feb  8 10:08:40 2013,0,
Fri Feb  8 10:08:40 2013,Fri Feb  8 10:08:50 2013,0,
Fri Feb  8 10:08:50 2013,Fri Feb  8 10:09:00 2013,0,
Fri Feb  8 10:09:00 2013,Fri Feb  8 10:09:10 2013,0,
Fri Feb  8 10:09:10 2013,Fri Feb  8 10:09:20 2013,0,
Fri Feb  8 10:09:20 2013,Fri Feb  8 10:09:30 2013,0,
Fri Feb  8 10:09:30 2013,Fri Feb  8 10:09:40 2013,0,
Fri Feb  8 10:09:40 2013,Fri Feb  8 10:09:50 2013,0,
Fri Feb  8 10:09:50 2013,Fri Feb  8 10:10:00 2013,0,
Fri Feb  8 10:10:00 2013,Fri Feb  8 10:10:10 2013,0,
Fri Feb  8 10:10:10 2013,Fri Feb  8 10:10:20 2013,0,
Fri Feb  8 10:10:20 2013,Fri Feb  8 10:10:30 2013,0,
Fri Feb  8 10:10:30 2013,Fri Feb  8 10:10:40 2013,0,
Fri Feb  8 10:10:40 2013,Fri Feb  8 10:10:50 2013,0,
Fri Feb  8 10:10:50 2013,Fri Feb  8 10:11:00 2013,0,
Fri Feb  8 10:11:00 2013,Fri Feb  8 10:11:10 2013,0,
Fri Feb  8 10:11:10 2013,Fri Feb  8 10:11:20 2013,0,
Fri Feb  8 10:11:20 2013,Fri Feb  8 10:11:30 2013,0,
Fri Feb  8 10:11:30 2013,Fri Feb  8 10:11:40 2013,0,
Fri Feb  8 10:11:40 2013,Fri Feb  8 10:11:50 2013,0,
Fri Feb  8 10:11:50 2013,Fri Feb  8 10:12:00 2013,0,
Fri Feb  8 10:12:00 2013,Fri Feb  8 10:12:10 2013,0,
Fri Feb  8 10:12:10 2013,Fri Feb  8 10:12:20 2013,0,
Fri Feb  8 10:12:20 2013,Fri Feb  8 10:12:30 2013,0,
Fri Feb  8 10:12:30 2013,Fri Feb  8 10:12:40 2013,0,
Fri Feb  8 10:12:40 2013,Fri Feb  8 10:12:50 2013,0,
Fri Feb  8 10:12:50 2013,Fri Feb  8 10:13:00 2013,0,
Fri Feb  8 10:13:00 2013,Fri Feb  8 10:13:10 2013,0,
Fri Feb  8 10:13:10 2013,Fri Feb  8 10:13:20 2013,0,
Fri Feb  8 10:13:20 2013,Fri Feb  8 10:13:30 2013,0,
Fri Feb  8 10:13:30 2013,Fri Feb  8 10:13:40 2013,0,
Fri Feb  8 10:13:40 2013,Fri Feb  8 10:13:50 2013,0,
Fri Feb  8 10:13:50 2013,Fri Feb  8 10:14:00 2013,0,
Fri Feb  8 10:14:00 2013,Fri Feb  8 10:14:10 2013,0,
Fri Feb  8 10:14:10 2013,Fri Feb  8 10:14:20 2013,0,
Fri Feb  8 10:14:20 2013,Fri Feb  8 10:14:30 2013,0,
Fri Feb  8 10:14:30 2013,Fri Feb  8 10:14:40 2013,0,
Fri Feb  8 10:14:40 2013,Fri Feb  8 10:14:50 2013,0,
Fri Feb  8 10:14:50 2013,Fri Feb  8 10:15:00 2013,0,
Fri Feb  8 10:15:00 2013,Fri Feb  8 10:15:10 2013,0,
Fri Feb  8 10:15:10 2013,Fri Feb  8 10:15:20 2013,0,
Fri Feb  8 10:15:20 2013,Fri Feb  8 10:15:30 2013,0,
Fri Feb  8 10:15:30 2013,Fri Feb  8 10:15:40 2013,0,
Fri Feb  8 10:15:40 2013,Fri Feb  8 10:15:50 2013,0,
Fri Feb  8 10:15:50 2013,Fri Feb  8 10:16:00 2013,0,
Fri Feb  8 10:16:00 2013,Fri Feb  8 10:16:10 2013,0,
Fri Feb  8 10:16:10 2013,Fri Feb  8 10:16:20 2013,0,
Fri Feb  8 10:16:20 2013,Fri Feb  8 10:16:30 2013,0,
Fri Feb  8 10:16:30 2013,Fri Feb  8 10:16:40 2013,0,
Fri Feb  8 10:16:40 2013,Fri Feb  8 10:16:50 2013,0,
Fri Feb  8 10:16:50 2013,Fri Feb  8 10:17:00 2013,0,
Fri Feb  8 10:17:00 2013,Fri Feb  8 10:17:10 2013,0,
Fri Feb  8 10:17:10 2013,Fri Feb  8 10:17:20 2013,0,
Fri Feb  8 10:17:20 2013,Fri Feb  8 10:17:30 2013,0,
Fri Feb  8 10:17:30 2013,Fri Feb  8 10:17:40 2013,0,
Fri Feb  8 10:17:40 2013,Fri Feb  8 10:17:50 2013,0,
Fri Feb  8 10:17:50 2013,Fri Feb  8 10:18:00 2013,0,
Fri Feb  8 10:18:00 2013,Fri Feb  8 10:18:10 2013,0,
Fri Feb  8 10:18:10 2013,Fri Feb  8 10:18:20 2013,0,
Fri Feb  8 10:18:20 2013,Fri Feb  8 10:18:30 2013,0,
Fri Feb  8 10:18:30 2013,Fri Feb  8 10:18:40 2013,0,
Fri Feb  8 10:18:40 2013,Fri Feb  8 10:18:50 2013,0,
Fri Feb  8 10:18:50 2013,Fri Feb  8 10:19:00 2013,0,
Fri Feb  8 10:19:00 2013,Fri Feb  8 10:19:10 2013,0,
Fri Feb  8 10:19:10 2013,Fri Feb  8 10:19:20 2013,0,
Fri Feb  8 10:19:20 2013,Fri Feb  8 10:19:30 2013,0,
Fri Feb  8 10:19:30 2013,Fri Feb  8 10:19:40 2013,0,
Fri Feb  8 10:19:40 2013,Fri Feb  8 10:19:50 2013,0,
Fri Feb  8 10:19:50 2013,Fri Feb  8 10:20:00 2013,0,
Fri Feb  8 10:20:00 2013,Fri Feb  8 10:20:10 2013,0,
Fri Feb  8 10:20:10 2013,Fri Feb  8 10:20:20 2013,0,
Fri Feb  8 10:20:20 2013,Fri Feb  8 10:20:30 2013,0,
Fri Feb  8 10:20:30 2013,Fri Feb  8 10:20:40 2013,0,
Fri Feb  8 10:20:40 2013,Fri Feb  8 10:20:50 2013,0,
Fri Feb  8 10:20:50 2013,Fri Feb  8 10:21:00 2013,0,
Fri Feb  8 10:21:00 2013,Fri Feb  8 10:21:10 2013,0,
Fri Feb  8 10:21:10 2013,Fri Feb  8 10:21:20 2013,0,
Fri Feb  8 10:21:20 2013,Fri Feb  8 10:21:30 2013,0,
Fri Feb  8 10:21:30 2013,Fri Feb  8 10:21:40 2013,0,
Fri Feb  8 10:21:40 2013,Fri Feb  8 10:21:50 2013,0,
Fri Feb  8 10:21:50 2013,Fri Feb  8 10:22:00 2013,0,
Fri Feb  8 10:22:00 2013,Fri Feb  8 10:22:10 2013,0,
